X,Y,longitude,latitude,unique_num,id_no,rev_bis,name_en,name_fr,short_desc,short_de_1,justificat,justific_1,date_inscr,secondary_,danger,date_end,danger_lis,area_hecta,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_t,category,category_s,states_nam,states_n_1,region_en,region_fr,iso_code,udnp_code,transbound,d,icon_url
14.25277778,48.95972222,14.252777780000001,48.959722220000003,"1012","861",,Holašovice Historic Village,Village historique d’Holašovice,"<p>Holašovice is an exceptionally complete and well-preserved example of a traditional central European village. It has a large number of outstanding 18th- and 19th-century vernacular buildings in a style known as 'South Bohemian folk Baroque', and pres","<p>Holašovice est un exemple exceptionnellement complet et bien conservé de village traditionnel d'Europe centrale, contenant un grand nombre d'édifices vernaculaires de grande qualité des XVIII<sup>e</sup> et XIX<sup>e</sup> siècles dans un style d","<p><em>Criterion (ii):</em> Holasovice is of special significance in that it represents the fusion of two vernacular building traditions to create an exceptional and enduring style, known as South Bohemian Folk Baroque.</p>
<p><em>Criterion (iv):</em> Th","<p><em>Critère (ii) :</em> Holasovice est d’une importance toute particulière en ce qu’il représente la fusion de deux traditions architecturales vernaculaires créant un style exceptionnel et durable, le « baroque populaire » de la Bohème du S","1998",,"0",,,11.400000000000000,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Czechia,Tchéquie (la),Europe and North America,Europe et Amérique du Nord,cz,cze,"0",1998/01/01,./0.png
16.31444,49.87361,16.314440000000001,49.873609999999999,"1054","901",,Litomyšl Castle,Château de Litomyšl,"<p>Litomyšl Castle was originally a Renaissance arcade-castle of the type first developed in Italy and then adopted and greatly developed in central Europe in the 16th century. Its design and decoration are particularly fine, including the later High-Ba","<p>Le château de Litomyšl est à l'origine un château à arcades Renaissance, style qui a vu le jour en Italie et qui fut adopté et largement développé en Europe centrale au XVI<sup>e</sup> siècle. Sa conception et sa décoration sont de haute qua","<p><em>Criterion (ii):</em> Litomyšl Castle is an outstanding and immaculately preserved example of the arcade castle, a type of building first developed in Italy and modified in the Czech lands to create an evolved form of special architectural quality","<p><em>Critère (ii) :</em> Le château de Litomyšl est un exemple exceptionnel et intégralement préservé de château à arcades, type d’édifice construit à l’origine en Italie et adapté aux terres tchèques pour créer une forme évoluée d�","1999",,"0",,,4.250000000000000,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Czechia,Tchéquie (la),Europe and North America,Europe et Amérique du Nord,cz,cze,"0",1999/01/01,./0.png
16.6160555556,49.2071833333,16.616055555599999,49.207183333300001,"1226","1052",,Tugendhat Villa in Brno,Villa Tugendhat à Brno,"<p>The Tugendhat Villa in Brno, designed by the architect Mies van der Rohe, is an outstanding example of the international style in the modern movement in architecture as it developed in Europe in the 1920s. Its particular value lies in the application","<p>La villa Tugendhat à Brno, conçue par l'architecte Mies van der Rohe, est un exemple remarquable du style international dans le mouvement moderne en architecture tel qu'il s'est développé en Europe au cours des années 20. Sa valeur particulière","<p><em>Criterion (i):</em> The Tugendhat Villa is a masterpiece of the Modern Movement in architecture.</p>
<p><em>Criterion (ii):</em> The German architect Mies van der Rohe applied the radical new concepts of the Modern Movement triumphantly to the Tug","<p><em>Critère (i) :</em> La villa Tugendhat est un chef d’œuvre du mouvement moderne en architecture.</p>
<p><em>Critère (ii) :</em> Avec la villa Tugendhat, l’architecte allemand Mies van der Rohe a appliqué les nouveaux concepts radicaux d��","2001",,"0",,,0.730000000000000,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Czechia,Tchéquie (la),Europe and North America,Europe et Amérique du Nord,cz,cze,"0",2001/01/01,./0.png
15.87888889,49.21722222,15.878888890000001,49.217222219999996,"2258","1078",,Jewish Quarter and St Procopius' Basilica in Třebíč,Le quartier juif et la basilique Saint-Procope de Třebíč,"<p>The ensemble of the Jewish Quarter, the old Jewish cemetery and the Basilica of St Procopius in Třebíč are reminders of the co-existence of Jewish and Christian cultures from the Middle Ages to the 20th century. The Jewish Quarter bears outstanding","<p>L’ensemble du quartier juif, du vieux cimetière juif et de la basilique Saint-Procope de Třebíč rappelle la coexistence des cultures chrétienne et juive du Moyen Âge au XX<sup>e</sup>  siècle. Le quartier juif est un témoignage exceptionnel","<p><em>Criterion (ii):</em> The Jewish Quarter and St Procopius Basilica of Trebic bear witness to the coexistence of and interchange of values between two different cultures, Jewish and Christian, over many centuries.</p>
<p><em>Criterion (iii):</em> th","<p><em>Critère (ii) : </em>Le quartier juif et la basilique Saint-Procope de Trebic témoignent de la coexistence et des échanges de valeurs entre deux cultures, juive et chrétienne, pendant de nombreux siècles.</p>
<p><em>Critère (iii) : </em>Le","2003",,"0",,,6.550000000000000,"0","1","1","0","0","0","0","0","0","0",(ii)(iii),Cultural,C,Czechia,Tchéquie (la),Europe and North America,Europe et Amérique du Nord,cz,cze,"0",2003/01/01,./0.png
15.4842583333,50.05665,15.484258333300000,50.056649999999998,"2455","1589",,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Paysage d’élevage et de dressage de chevaux d’attelage cérémoniels  à Kladruby nad Labem,"<p>The property is situated on the Elbe (Labe) River flood plain where there is sandy soil, ox bow lakes and the relic of a riparian forest. The structure and functional use of plots of land (pastures, meadows, forests, fields, park), network of paths, a","<p>Le bien est situé sur la plaine d'inondation du fleuve Elbe (Labe) où on trouve des sols sablonneux, des bras morts et des restes de la forêt riveraine. La structure et l'utilisation fonctionnelle des parcelles de terrain (pâturages, prés, forêt",,,"2019",,"0",,,1310.000000000000000,"0","0","0","1","1","0","0","0","0","0",(iv)(v),Cultural,C,Czechia,Tchéquie (la),Europe and North America,Europe et Amérique du Nord,cz,cze,"0",2019/01/01,./0.png
125.415,38.86305556,125.415000000000006,38.863055559999999,"1269","1091",,Complex of Koguryo Tombs,Ensemble des tombes de Koguryo,"<p>The property includes several group and individual tombs - totalling about 30 individual tombs - from the later period of the Koguryo Kingdom, one of the strongest kingdoms in nowadays northeast China and half of the Korean peninsula between the 3rd c","<p>Ce site comprend de nombreuses tombes, en groupes ou isolées (une trentaine), datant de la dernière période du royaume de Koguryo, l’un des royaumes les plus puissants de la Chine du nord-est et de la moitié de la péninsule coréenne entre le I","<p><em>Criterion (i):</em> The wall paintings of the Koguryo Tombs are masterpieces of the culture and period of the Koguryo kingdom; the construction of the tombs demonstrates ingenious engineering solutions.</p>
<p><em>Criterion (ii):</em> The special","<p><em>Critère (i) :</em> Les peintures murales des Tombes de Koguryo sont des chefs-d’œuvre de la culture et de la période du royaume de Koguryo ; la construction des tombes témoigne de solutions d’ingénierie novatrices.</p>
<p><em>Critère (ii","2004",,"0",,,234.729999999999990,"1","1","1","1","0","0","0","0","0","0",(i)(ii)(iii)(iv),Cultural,C,Democratic People's Republic of Korea,République populaire démocratique de Corée,Asia and the Pacific,Asie et Pacifique,kp,prk,"0",2004/01/01,./0.png
126.5080555556,37.9816666667,126.508055555599995,37.981666666700001,"1878","1278",Rev,Historic Monuments and Sites in Kaesong,Monuments et sites historiques de Kaesong,"<p>Situated in Kaesong city, in the south of the country, the site consists of 12 separate components, which together testify to the history and culture of the Koryo Dynasty from the 10th to 14th centuries. The geomantic layout of the former capital city","<p>Situ&eacute; dans la zone urbaine de Kaesong, au sud du pays, le site comprend douze biens qui t&eacute;moignent de l&rsquo;histoire et de la culture de la dynastie Koryo (918-1392). La configuration g&eacute;omantique de l&rsquo;ancienne capitale de",,,"2013",,"0",,,494.199999999999989,"0","1","1","0","0","0","0","0","0","0",(ii)(iii),Cultural,C,Democratic People's Republic of Korea,République populaire démocratique de Corée,Asia and the Pacific,Asie et Pacifique,kp,prk,"0",2013/01/01,./0.png
29.16666667,0.916666667,29.166666670000001,0.916666667000000,"67","63",,Virunga National Park,Parc national des Virunga,"<p>Virunga National Park (covering an area of 790,000 ha) comprises an outstanding diversity of habitats, ranging from swamps and steppes to the snowfields of Rwenzori at an altitude of over 5,000 m, and from lava plains to the savannahs on the slopes of","<p>S'étendant sur 790 000 ha, le parc des Virunga présente une diversité d'habitats incomparable, allant des marécages et des steppes jusqu'aux neiges éternelles du Rwenzori, à plus de 5 000 m d'altitude, en passant par les plaines de lave et les s",,,"1979",,"1",,Y 1994,800000.000000000000000,"0","0","0","0","0","0","1","1","0","1",(vii)(viii)(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,"0",1979/01/01,./2.png
29.25,4.0,29.250000000000000,4.000000000000000,"149","136",,Garamba National Park,Parc national de la Garamba,"<p>The park's immense savannahs, grasslands and woodlands, interspersed with gallery forests along the river banks and the swampy depressions, are home to four large mammals: the elephant, giraffe, hippopotamus and above all the white rhinoceros. Though","<p>Comprenant d'immenses savanes, herbeuses ou boisées, entrecoupées de forêts-galeries le long des rivières et de dépressions marécageuses, le parc abrite quatre des plus grands mammifères : l'éléphant, la girafe, l'hippopotame et surtout le rh",,,"1980",,"1","1992",Y 1996 P 1984-1992,500000.000000000000000,"0","0","0","0","0","0","1","0","0","1",(vii)(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,"0",1980/01/01,./2.png
28.180743,-2.334053,28.180743000000000,-2.334053000000000,"150","137",,Kahuzi-Biega National Park,Parc national de Kahuzi-Biega,"<p>A vast area of primary tropical forest dominated by two spectacular extinct volcanoes, Kahuzi and Biega, the park has a diverse and abundant fauna. One of the last groups of eastern lowland (graueri) gorillas (consisting of only some 250 individuals)","<p>Vaste étendue de forêt tropicale primaire, le parc est dominé par deux volcans éteints spectaculaires, le Kahuzi et le Biega. Il est peuplé d'une faune abondante et variée. Situé entre 2 100 et 2 400 m d'altitude, il y vit l'une des dernières",,,"1980",,"1",,Y 1997,600000.000000000000000,"0","0","0","0","0","0","0","0","0","1",(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,"0",1980/01/01,./2.png
21,-2,21.000000000000000,-2.000000000000000,"314","280",,Salonga National Park,Parc national de la Salonga,"<p>Salonga National Park is Africa's largest tropical rainforest reserve. Situated at the heart of the central basin of the Congo river, the park is very isolated and accessible only by water. It is the habitat of many endemic endangered species, such as","<p>Au cœur du bassin central du fleuve Congo, ce parc est la plus grande réserve de forêt tropicale pluviale, très isolée et accessible seulement par voie d'eau. C'est l'habitat de plusieurs espèces endémiques menacées, comme le chimpanzé nain,",,,"1984",,"0","2021",P 1999-2021,3600000.000000000000000,"0","0","0","0","0","0","1","0","1","0",(vii)(ix),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,"0",1984/01/01,./2.png
28.5,2.0,28.500000000000000,2.000000000000000,"849","718",,Okapi Wildlife Reserve,Réserve de faune à okapis,"<p>The Okapi Wildlife Reserve occupies about one-fifth of the Ituri forest in the north-east of the Democratic Republic of the Congo. The Congo river basin, of which the reserve and forest are a part, is one of the largest drainage systems in Africa. The","<p>La réserve de faune à okapis occupe environ un cinquième de la forêt d'Ituri au nord-est du pays. Le bassin du fleuve Congo, dont la réserve et la forêt font partie, est un des plus grands systèmes de drainage d'Afrique. La réserve de faune ab","<p>The Committee inscribed the property as one of the most important sites for conservation, including the rare Okapi and rich floral diversity, under natural <em>criterion (x)</em>. The Committee expressed its hope that the activities outlined in the ne","<p>Le Comité a inscrit le bien sur la base du critère (x), considérant qu'il constituait l'un des sites les plus importants pour la conservation, de par les rares okapis qu'il abrite, et du fait de la richesse de sa flore. Le Comité a exprimé l'espo","1996",,"1",,Y 1997,1372625.000000000000000,"0","0","0","0","0","0","0","0","0","1",(x),Natural,N,Democratic Republic of the Congo,République démocratique du Congo,Africa,Afrique,cd,cod,"0",1996/01/01,./2.png
12.07972222,55.64222222,12.079722220000001,55.642222220000001,"822","695",rev,Roskilde Cathedral,Cathédrale de Roskilde,"<p>Built in the 12th and 13th centuries, this was Scandinavia's first Gothic cathedral to be built of brick and it encouraged the spread of this style throughout northern Europe. It has been the mausoleum of the Danish royal family since the 15th century","<p>Élev&eacute;e aux XII<sup>e</sup> et XIII<sup>e</sup> si&egrave;cles, c'est la premi&egrave;re cath&eacute;drale gothique scandinave construite en brique. Elle fut &agrave; l'origine de la diffusion de ce style dans toute l'Europe du Nord. Mausol&eac",,,"1995",,"0",,,0.400000000000000,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",1995/01/01,./0.png
12.62083333,56.03889,12.620833330000000,56.038890000000002,"824","696",Rev,Kronborg Castle,Château de Kronborg,"<p>Located on a strategically important site commanding the Sund, the stretch of water between Denmark and Sweden, the Royal castle of Kronborg at Helsing&oslash;r (Elsinore) is of immense symbolic value to the Danish people and played a key role in the","<p>Edifi&eacute; sur un site strat&eacute;gique d'une grande importance qui commande le Sund, &eacute;tendue d'eau entre le Danemark et la Su&egrave;de, le ch&acirc;teau royal de Kronborg &agrave; Helsing&oslash;r (Elseneur) rev&ecirc;t une valeur symbol","<p><em>Criterion (iv):</em> Kronborg Castle is an outstanding example of the Renaissance castle, and one which played a highly significant role in the history of this region of northern Europe.</p>","<p><em>Crit&egrave;re (iv) :</em>&nbsp;Le Ch&acirc;teau de Kronborg est un exemple remarquable de ch&acirc;teau de la Renaissance, un ch&acirc;teau qui joua un r&ocirc;le tr&egrave;s important dans l&rsquo;histoire de cette r&eacute;gion d&rsquo;Europe d","2000",,"0",,,0.000000000000000,"0","0","0","1","0","0","0","0","0","0",(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2000/01/01,./0.png
9.42,55.75638889,9.420000000000000,55.756388889999997,"2316","697",,"Jelling Mounds, Runic Stones and Church","Tumulus, pierres runiques et église de Jelling","<p>The Jelling burial mounds and one of the runic stones are striking examples of pagan Nordic culture, while the other runic stone and the church illustrate the Christianization of the Danish people towards the middle of the 10th century.</p>","<p>Les tumulus funéraires et l'une des pierres runiques sont des exemples exceptionnels de la culture païenne nordique, tandis que l'autre pierre runique et l'église rappellent la conversion du peuple danois au christianisme vers le milieu du X<sup>e<",,,"1994",,"0",,,12.699999999999999,"0","0","1","0","0","0","0","0","0","0",(iii),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",1994/01/01,./0.png
-49.5,69.13333333,-49.500000000000000,69.133333329999999,"2354","1149",,Ilulissat Icefjord,Fjord glacé d’Ilulissat,"<p>Located on the west coast of Greenland, 250 km north of the Arctic Circle, Greenland’s Ilulissat Icefjord is the sea mouth of Sermeq Kujalleq, one of the few glaciers through which the Greenland ice cap reaches the sea. Sermeq Kujalleq is one of the","<p>Situé sur la côte ouest du Groenland, à 250 km au nord du cercle arctique, le fjord glacé d’Ilulissat est l’embouchure maritime de Sermeq Kujalleq, un des rares glaciers à travers lesquels la glace de l’inlandsis groenlandais atteint la mer",<p><em>Criterion (viii):</em> The Ilulissat Icefjord is an outstanding example of a stage in the Earth’s history: the last ice age of the Quaternary Period. The ice-stream is one of the fastest (19m per day) and most active in the world. Its annual cal,"<p><em>Critère (viii) :</em> Le fjord glacé d’Ilulissat est un exemple exceptionnel d’une étape de l’histoire de la Terre, le dernier âge glaciaire du Quaternaire. L’icestream est un des plus rapides (19 m par jour) et des plus actifs du mond","2004",,"0",,,399800.000000000000000,"0","0","0","0","0","0","1","1","0","0",(vii)(viii),Natural,N,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2004/01/01,./2.png
12.4233333333,55.2672222222,12.423333333300000,55.267222222199997,"1973","1416",,Stevns Klint,Stevns Klint,"<p>This geological site comprises a 15 km-long fossil-rich coastal cliff, offering exceptional evidence of the impact of the Chicxulub meteorite that crashed into the planet at the end of the Cretaceous, about 65 million years ago. Researchers think th","<p>Ce site géologique, qui comprend un littoral long de 15 km avec des falaises fossilifères, est un témoignage exceptionnel de l’impact de la chute de la météorite de Chicxulub, survenue à la fin du crétacé, il y a environ 65 millions d’an",,,"2014",,"0",,,50.000000000000000,"0","0","0","0","0","0","0","1","0","0",(viii),Natural,N,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2014/01/01,./2.png
9.4813888889,55.3555555556,9.481388888900000,55.355555555599999,"2029","1468",,"Christiansfeld, a Moravian Church Settlement","Christiansfeld, une colonie de l’Église morave","<p>Founded in 1773 in South Jutland, the site is an example of a planned settlement of the Moravian Church, a Lutheran free congregation centred in Herrnhut, Saxony. The town was planned to represent the Protestant urban ideal, constructed around a centr","<p>Fondée en 1773 en Jutland du Sud, cette colonie est un exemple de peuplement planifié de l’Eglise morave, une congrégation libre luthérienne basée à Herrnhut, en Saxe. Conçue comme le modèle de l’idéal urbain protestant, la ville s’est",,,"2015",,"0",,,21.199999999999999,"0","0","1","1","0","0","0","0","0","0",(iii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2015/01/01,./0.png
12.3577777778,55.9136111111,12.357777777800001,55.913611111100003,"2030","1469",,The par force hunting landscape in North Zealand,Paysage de chasse à courre de Zélande du Nord,"<p>Located about 30 km northeast of Copenhagen, this cultural landscape encompasses the two hunting forests of Store Dyrehave and Gribskov, as well as the hunting park of Jægersborg Hegn/Jægersborg Dyrehave. This is a designed landscape where Danish ki","<p>A quelques 30 kilomètres au nord-est de Copenhague, ce paysage de chasse comprend trois forêts et paysages distincts : Store Dyrehave, Gribskov et Jægersborg Hegn/Jægersborg Dyrehave. Il s’agit d’un paysage aménagé où les rois danois et le",,,"2015",,"0",,,4543.000000000000000,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2015/01/01,./0.png
-45.5980555556,61.1644444444,-45.598055555599998,61.164444444399997,"2154","1536",,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Kujataa au Groenland : agriculture nordique et inuite en bordure de la calotte glaciaire,<p>Kujataa is a subarctic farming landscape located in the southern region of Greenland. It bears witness to the cultural histories of the Norse farmer-hunters who started arriving from Iceland in the 10th century and of the Inuit hunters and Inuit far,"<p>Kujataa est un paysage agricole subarctique situé dans la région méridionale du Groenland. Il témoigne de l’histoire culturelle des fermier-chasseurs nordiques venus d’Islande à partir du Xe siècle, et de celle des chasseurs inuits et des c",,,"2017",,"0",,,34.892000000000003,"0","0","0","0","1","0","0","0","0","0",(v),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2017/01/01,./0.png
-51.4332055556,67.0639305556,-51.433205555599997,67.063930555599995,"2221","1557",,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Aasivissuit-Nipisat. Terres de chasse inuites entre mer et glace,"<p>Located inside the Arctic Circle in the central part of West Greenland, the property contains the remains of 4,200 years of human history. It is a cultural landscape which bears witness to its creators’ hunting of land and sea animals, seasonal migr","<p>Se trouvant au nord du cercle arctique, dans la partie centrale de l’ouest du Groenland, le bien contient des vestiges de 4 200 ans d’histoire humaine. Les populations ont façonné un paysage culturel fondé sur la chasse aux animaux marins et te",,,"2018",,"0",,,417800.000000000000000,"0","0","0","0","1","0","0","0","0","0",(v),Cultural,C,Denmark,Danemark,Europe and North America,Europe et Amérique du Nord,dk,dnk,"0",2018/01/01,./0.png
-61.30661,15.331113,-61.306609999999999,15.331113000000000,"962","814",,Morne Trois Pitons National Park,Parc national de Morne Trois Pitons,"<p>Luxuriant natural tropical forest blends with scenic volcanic features of great scientific interest in this national park centred on the 1,342-m-high volcano known as Morne Trois Pitons. With its precipitous slopes and deeply incised valleys, 50 fumar","<p>Une forêt tropicale luxuriante est associée à des caractéristiques volcaniques d'un grand intérêt panoramique et scientifique dans ce parc national centré sur le Morne Trois Pitons, volcan qui culmine à 1 342 m. Avec des pentes escarpées, des","<p>The Committee inscribed the Morne Trois Pitons National Park on the basis of natural <em>criteria (viii)</em> and <em>(x)</em> for its diverse flora with endemic species of vascular plants, its volcanoes, rivers and waterfalls, illustrating ongoing ge","<p>Le Comité a inscrit le Parc national de Morne Trois Pitons au titre des <em>critères naturels (viii)</em> et <em>(x)</em> pour la diversité de sa flore comportant des espèces endémiques de plantes vasculaires, ses volcans, ses rivières et ses ch","1997",,"0",,,6857.000000000000000,"0","0","0","0","0","0","0","1","0","1",(viii)(x),Natural,N,Dominica,Dominique,Latin America and the Caribbean,Amérique latine et Caraïbes,dm,dma,"0",1997/01/01,./2.png
-69.885841,18.472394,-69.885840999999999,18.472394000000001,"615","526",,Colonial City of Santo Domingo,Ville coloniale de Saint-Domingue,"<p>After Christopher Columbus's arrival on the island in 1492, Santo Domingo became the site of the first cathedral, hospital, customs house and university in the Americas. This colonial town, founded in 1498, was laid out on a grid pattern that became t","<p>Après la découverte de l'île par Christophe Colomb en 1492, c'est à Saint-Domingue, fondée en 1498, que s'élevèrent la première cathédrale, le premier hôpital, la première douane et la première université d'Amérique. La ville coloniale f",,,"1990",,"0",,,106.000000000000000,"0","1","0","1","0","1","0","0","0","0",(ii)(iv)(vi),Cultural,C,Dominican Republic,République dominicaine,Latin America and the Caribbean,Amérique latine et Caraïbes,do,dom,"0",1990/01/01,./0.png
-90.501319,-0.68986,-90.501318999999995,-0.689860000000000,"4","1",Bis,Galápagos Islands,Îles Galápagos,"<p>Situated in the Pacific Ocean some 1,000 km from the South American continent, these 19 islands and the surrounding marine reserve have been called a unique ‘living museum and showcase of evolution’. Located at the confluence of three ocean curren","<p>Situées dans l’océan Pacifique, à environ 1000 km du continent sud-américain, ces dix-neuf îles et la réserve marine qui les entoure constituent un musée et un laboratoire vivants de l’évolution uniques au monde. Au confluent de trois cour",,,"1978","2001","0","2010",P 2007-2010,14066514.000000000000000,"0","0","0","0","0","0","1","1","1","1",(vii)(viii)(ix)(x),Natural,N,Ecuador,Équateur,Latin America and the Caribbean,Amérique latine et Caraïbes,ec,ecu,"0",1978/01/01,./2.png
-78.5120833333,-0.22,-78.512083333299998,-0.220000000000000,"5","2",,City of Quito,Ville de Quito,"<p>Quito, the capital of Ecuador, was founded in the 16th century on the ruins of an Inca city and stands at an altitude of 2,850 m. Despite the 1917 earthquake, the city has the best-preserved, least altered historic centre in Latin America. The monaste","<p>Fondée au XVIe siècle sur les ruines d'une cité inca à 2 850 m d'altitude, la capitale de l'Équateur possède toujours, malgré le tremblement de terre de 1917, le centre historique le mieux préservé et le moins modifié d'Amérique latine. Les",,,"1978",,"0",,,70.430000000000007,"0","1","0","1","0","0","0","0","0","0",(ii)(iv),Cultural,C,Ecuador,Équateur,Latin America and the Caribbean,Amérique latine et Caraïbes,ec,ecu,"0",1978/01/01,./0.png
-78.33333,-1.83333,-78.333330000000004,-1.833330000000000,"290","260",,Sangay National Park,Parc national Sangay,"<p>With its outstanding natural beauty and two active volcanoes, the park illustrates the entire spectrum of ecosystems, ranging from tropical rainforests to glaciers, with striking contrasts between the snowcapped peaks and the forests of the plains. It","<p>D'une beaut&eacute; naturelle exceptionnelle avec ses deux volcans en activit&eacute;, ce parc pr&eacute;sente toute la gamme verticale des &eacute;cosyst&egrave;mes, depuis la for&ecirc;t tropicale humide jusqu'aux glaciers, avec des contrastes saisi",,,"1983",,"0","2005",P 1992-2005,271925.000000000000000,"0","0","0","0","0","0","1","1","1","1",(vii)(viii)(ix)(x),Natural,N,Ecuador,Équateur,Latin America and the Caribbean,Amérique latine et Caraïbes,ec,ecu,"0",1983/01/01,./2.png
-79.004382,-2.897447,-79.004382000000007,-2.897447000000000,"1014","863",,Historic Centre of Santa Ana de los Ríos de Cuenca,Centre historique de Santa Ana de los Ríos de Cuenca,"<p>Santa Ana de los Ríos de Cuenca is set in a valley surrounded by the Andean mountains in the south of Ecuador. This inland colonial town (<em>entroterra</em> ), now the country's third city, was founded in 1557 on the rigorous planning guidelines iss","<p>Santa Ana de los Ríos de Cuenca est enchâssée dans une vallée entourée par les Andes, dans le sud de l'Équateur. La ville coloniale de l'intérieur (<em>entroterra</em> ), actuellement troisième ville du pays, a été fondée en 1557 selon les",<p>Criterion (ii): Cuenca illustrates the successful implantation of the principles of Renaissance urban planning in the Americas. Criterion (iv): The successful fusion of different societies and cultures in Latin America is vividly symbolized by the lay,<p>Critère ii Cuenca illustre la parfaite implantation des principes de planification urbaine de la Renaissance aux Amériques. Critère iv La fusion réussie des différentes sociétés et cultures d’Amérique latine est symbolisée de manière frapp,"1999",,"0",,,224.139999999999986,"0","1","0","1","1","0","0","0","0","0",(ii)(iv)(v),Cultural,C,Ecuador,Équateur,Latin America and the Caribbean,Amérique latine et Caraïbes,ec,ecu,"0",1999/01/01,./0.png
31.13041,29.97604,31.130410000000001,29.976040000000001,"92","86",,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Memphis et sa nécropole –  les zones des  pyramides de Guizeh à Dahchour,"<p>The capital of the Old Kingdom of Egypt has some extraordinary funerary monuments, including rock tombs, ornate mastabas, temples and pyramids. In ancient times, the site was considered one of the Seven Wonders of the World.</p>","<p>Autour de la capitale de l'Ancien Empire &eacute;gyptien subsistent d'extraordinaires ensembles fun&eacute;raires avec leurs tombes rupestres, leurs <em>mastabas</em> finement d&eacute;cor&eacute;s, leur temples et leurs pyramides. Le site &eacute;tai",,,"1979",,"0",,,16358.520000000000437,"1","0","1","0","0","1","0","0","0","0",(i)(iii)(vi),Cultural,C,Egypt,Égypte,Arab States,États arabes,eg,egy,"0",1979/01/01,./0.png
32.6,25.73333,32.600000000000001,25.733329999999999,"93","87",,Ancient Thebes with its Necropolis,Thèbes antique et sa nécropole,"<p>Thebes, the city of the god Amon, was the capital of Egypt during the period of the Middle and New Kingdoms. With the temples and palaces at Karnak and Luxor, and the necropolises of the Valley of the Kings and the Valley of the Queens, Thebes is a st","<p>Capitale de l'Égypte au Moyen et au Nouvel Empire, Thèbes était la ville du dieu Amon. Avec les temples et les palais de Karnak et de Louxor, avec les nécropoles de la Vallée des Rois et de la Vallée des Reines, elle nous livre des témoignages",,,"1979",,"0",,,7390.159999999999854,"1","0","1","0","0","1","0","0","0","0",(i)(iii)(vi),Cultural,C,Egypt,Égypte,Arab States,États arabes,eg,egy,"0",1979/01/01,./0.png
31.6258055556,22.3372222222,31.625805555600000,22.337222222200001,"94","88",,Nubian Monuments from Abu Simbel to Philae,Monuments de Nubie d'Abou Simbel à Philae,"<p>This outstanding archaeological area contains such magnificent monuments as the Temples of Ramses II at Abu Simbel and the Sanctuary of Isis at Philae, which were saved from the rising waters of the Nile thanks to the International Campaign launched b","<p>Cette zone archéologique est jalonnée de monuments admirables, comme les temples de Ramsès II à Abou Simbel et le sanctuaire d'Isis à Philae, qui purent être sauvés lors de la construction du haut barrage d'Assouan grâce à une campagne intern",,,"1979",,"0",,,374.480000000000018,"1","0","1","0","0","1","0","0","0","0",(i)(iii)(vi),Cultural,C,Egypt,Égypte,Arab States,États arabes,eg,egy,"0",1979/01/01,./0.png
31.26111,30.05,31.261109999999999,30.050000000000001,"95","89",,Historic Cairo,Le Caire historique,"<p>Tucked away amid the modern urban area of Cairo lies one of the world's oldest Islamic cities, with its famous mosques, <em>madrasas, hammams</em> and fountains. Founded in the 10th century, it became the new centre of the Islamic world, reaching its","<p>Enserrée dans l'agglomération moderne du Caire se trouve l'une des plus anciennes villes islamiques du monde, avec ses prestigieuses mosquées, ses medersa, ses hammams et ses fontaines. Fondé au X<sup>e</sup> siècle, Le Caire islamique est devenu",,,"1979",,"0",,,523.659999999999968,"1","0","0","0","1","1","0","0","0","0",(i)(v)(vi),Cultural,C,Egypt,Égypte,Arab States,États arabes,eg,egy,"0",1979/01/01,./0.png
